"","X","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"124",124,"MARIAN","Guam","CHRE","Chaetodon reticulatus","Chaetodontidae","SECONDARY",5574,"Chaetodon",1602,"Cuvier, 1831","Mailed butterflyfish","Chret_u1.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,40,89972,NA,NA,NA,NA,NA,NA,NA,14.21,18,"TL",NA,NA,48636,NA,NA,NA,NA,NA,NA,NA,NA,"CHRET_U4",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Relatively common on exposed seaward reefs; occasionally on shallow lagoon reefs in areas of rich coral growth and clear water.  Juveniles in protected coral areas (Ref. 48636).  Benthopelagic (Ref. 58302).  In pairs in Indonesia but schools in some Pacific locations (Ref. 48636).  Often in pairs during breeding and feed mainly on scleractinian coral polyps.  Easily approached (Ref. 9710).  Oviparous (Ref. 205), monogamous (Ref. 52884).",NA,0.5,0,14,707702400,2291,1413158400,18,776649600,NA
"125",125,"MARIAN","Guam","CHSE","Chaetodon semeion","Chaetodontidae","PRIMARY",5575,"Chaetodon",1602,"Bleeker, 1855","Dotted butterflyfish","Chsem_u1.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,50,90102,NA,NA,NA,NA,NA,NA,NA,21,26,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"CHSEM_U3",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4859,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Uncommon species (Ref. 9710) found in coral rich areas of clear water lagoon and semi-protected seaward reefs.  Usually in pairs or small groups, more wary than most species.  Minimum depth reported taken from Ref. 30874.  Oviparous (Ref. 205).",NA,0.5,0,14,707702400,97,1366243200,18,776649600,NA
"126",126,"MARIAN","Guam","CHSO","Chlorurus sordidus","Scaridae","PRIMARY",5556,"Chlorurus",12965,"(Forssk<e5>l, 1775)","Daisy parrotfish","Chsor_m6.jpg",NA,NA,NA,364,"Scarinae",4235,NA,"fusiform / normal","O",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,"oceanodromous",51243,0,50,5213,NA,NA,NA,NA,NA,NA,NA,18.82,40,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"SCSOR_U1",NA,NA,NA,9137,"commercial","high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"trawls",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"reports of ciguatera poisoning",31637,"no special ability",NA,NA,-1,"One of the most widespread parrotfishes, but highly variable and some geographical forms that are probably subspecific (Ref. 48636).  Inhabit both coral rich (Ref. 58652) and open pavement areas of shallow reef flats and lagoon and seaward reefs (Ref. 5213), as well as drop-offs, behaving differently in various areas (Ref. 48636).  Benthopelagic (Ref. 58302).  Juveniles found in coral rubble areas of reef flats and lagoons (Ref. 9710).  Juveniles and individuals in the initial phase form large groups that migrate great distances between feeding and sleeping grounds (Ref. 9710).  Feed on benthic algae (Ref. 30573).  Minimum depth range reported taken from Ref. 30874.  Protogynous (Ref. 55080).  Minimum depth from Ref. 58018.",NA,0.5,0,14,707702400,1472,1216684800,113,850867200,NA
"127",127,"MARIAN","Guam","CHTL","Cheilinus trilobatus","Labridae","SECONDARY",5603,"Cheilinus",9823,"Lacep<e8>de, 1801","Tripletail wrasse","Chtri_uh.jpg",NA,NA,NA,362,"Cheilininae",1522,NA,"short and / or deep","O",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,1,30,1602,NA,NA,NA,NA,NA,NA,NA,42.75,45,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"CHTRI_UL","CHTRI_F0",NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit lagoon and seaward reefs at depths of 1 to over 30 m, and relatively common along shallow reef margins with good coral cover (Ref. 9710).  Usually solitary (Ref. 5213).  Feed mainly on shelled benthic invertebrates such as mollusks and crustaceans, but occasionally take fishes (Ref. 1602).  Oviparous, distinct pairing during breeding (Ref. 205).  Difficult to approach (Ref. 9710).  Juveniles secretive on algae reefs and usually around stinging hydrozoans (Ref. 48636).",NA,0.5078,0,14,708134400,2,1311811200,154,812678400,NA
"128",128,"MARIAN","Guam","CHTR","Chaetodon trifascialis","Chaetodontidae","SECONDARY",5578,"Chaetodon",1602,"Quoy & Gaimard, 1825","Chevron butterflyfish","Chtri_u1.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,1602,NA,10,90102,NA,NA,NA,NA,24.48,18,"TL",NA,NA,4859,NA,NA,NA,NA,NA,NA,NA,NA,"CHTRI_U7",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Territorial species which occur in shallow lagoon and semi-protected seaward reefs (Ref. 48636).  Benthopelagic (Ref. 58302).  Closely associated with tabular and staghorn <i>Acropora</i> corals upon which they feed on their polyps and mucus.  Solitary or in pairs.  Juveniles secretive among coral branches (Ref. 48636).  Oviparous (Ref. 205).  Form pairs during breeding (Ref. 205).",NA,0.5,0,14,707702400,2130,1366243200,18,776649600,NA
"129",129,"MARIAN","Guam","CHTY","Chrysiptera traceyi","Pomacentridae","PRIMARY",5701,"Chrysiptera",7247,"(Woods & Schultz, 1960)","Tracey's demoiselle","Chtra_u1.jpg",NA,NA,NA,350,"Pomacentrinae",1450,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,5,40,9710,NA,NA,NA,NA,NA,NA,NA,10.53,4.5,"SL",NA,NA,7247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit lagoon and seaward reefs from below the effects of the surge to 40 m (Ref. 1602).  They occur singly or in small groups that remain close to the bottom and may feed on algae and zooplankton (Ref. 1602).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,14,708220800,2,1311120000,65,778118400,NA
"130",130,"MARIAN","Guam","CHUB","Kyphosus sp","Kyphosidae","PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,"MARIAN","Guam","CHUD","Cheilinus undulatus","Labridae","SECONDARY",5604,"Cheilinus",2334,"R<fc>ppell, 1835","Humphead wrasse","Chund_ua.jpg",NA,"Chund_f0.jpg",NA,362,"Cheilininae",1522,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,100,58652,NA,NA,NA,32,51676,NA,NA,86.18,229,"SL",NA,NA,9823,60,"TL",NA,NA,5450,191000,NA,9710,"CHUND_U4",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,-1,0,0,0,-1,0,"commercial","life cycle not closed",51676,"never/rarely",NA,"commercial","based mainly on capture",9210,-1,4699,"reports of ciguatera poisoning",5374,"no special ability",NA,NA,-1,"Adults inhabit steep outer reef slopes, channel slopes, and lagoon reefs (Ref. 1602). They are benthopelagic at 2-60 m (Ref. 58302). They are usually solitary but may occur in pairs. Juveniles are encountered in coral-rich areas of lagoon reefs, where staghorn <i>Acropora</i> corals abound (Ref. 1602) and also in algae reefs or seagrasses (Ref. 48636, 41878).  Adults rove across the reefs by day and rest in reef caves and under coral ledges at night (Ref. 31343). Primary food are mollusks, fishes, sea urchins, crustaceans, and other invertebrates. They are one of the few predators of toxic animals such as sea hares, boxfishes and crown-of-thorns starfish (Ref. 1602). They are oviparous with distinct pairing during breeding (Ref. 205). They are sold in Hong Kong live fish markets (Ref. 27253). This species is captured by hook-and-line and by spear, and is occasionally marketed for food. Juveniles are occasionally seen in the aquarium trade (Ref. 9823).",NA,0.5078,0,14,708134400,2,1553731200,154,812678400,NA
"132",132,"MARIAN","Guam","CHUL","Chaetodon ulietensis","Chaetodontidae","SECONDARY",5580,"Chaetodon",1602,"Cuvier, 1831","Pacific double-saddle butterflyfish","Chuli_u6.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,30,9710,NA,NA,NA,NA,NA,NA,NA,12.01,15,"TL",NA,NA,4859,NA,NA,NA,NA,NA,NA,NA,NA,"CHULI_U2",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur in coral-rich areas of lagoon reefs and less commonly in seaward reefs.  Juveniles in harbors and estuaries (Ref. 48636).  Benthopelagic (Ref. 58302).  Usually solitary, in pairs or in small groups.  Feed on plant and animal material.  Oviparous (Ref. 205), monogamous (Ref. 52884).  Form pairs during breeding (Ref. 205).  Can be easily maintained in tanks.",NA,0.5,0,14,707702400,1472,1200614400,NA,NA,NA
"133",133,"MARIAN","Guam","CHUN","Chaetodon unimaculatus","Chaetodontidae","SECONDARY",5581,"Chaetodon",1602,"Bloch, 1787","Teardrop butterflyfish","Chuni_ul.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,60,1602,NA,NA,NA,NA,NA,NA,NA,15.01,20,"TL",NA,NA,9710,16,"TL",NA,NA,48636,NA,NA,NA,"CHUNI_U4",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur in small groups in reef flats, clear lagoon and seaward reefs (Ref. 48636).  Benthopelagic (Ref. 58302).  Feed on soft and hard corals, also on polychaetes, small crustaceans, and filamentous algae.  In Indonesia, usually seen at moderate depths, usually swimming in small groups.  Adults are mainly in depth 20-60 m (Ref. 48636).  Oviparous (Ref. 205), monogamous (Ref. 52884).  Form pairs during breeding (Ref. 205).",NA,0.5,0,14,707702400,1472,1200614400,18,776649600,NA
"134",134,"MARIAN","Guam","CHVA","Chromis vanderbilti","Pomacentridae","PLANKTIVORE",5678,"Chromis",7247,"(Fowler, 1941)","Vanderbilt's chromis","Chvan_u1.jpg",NA,NA,NA,350,"Pomacentrinae",2049,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,2,20,1602,NA,NA,NA,NA,NA,NA,NA,11.53,6,"TL",NA,NA,89972,NA,NA,NA,NA,NA,NA,NA,NA,"CHVAN_U0",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults occur in small to large aggregations in exposed outer reef slopes and rocky inshore reefs (Ref. 3921).  Benthopelagic (Ref. 58302).  Diet consists of zooplankton, especially copepods (Ref. 3921).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,14,708220800,2,1413244800,65,777859200,NA
"135",135,"MARIAN","Guam","CHVG","Chaetodon vagabundus","Chaetodontidae","SECONDARY",5582,"Chaetodon",1602,"Linnaeus, 1758","Vagabond butterflyfish","Chvag_u4.jpg",NA,NA,NA,343,NA,364,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,5,30,58304,NA,NA,NA,NA,NA,NA,NA,17.81,23,"TL",NA,NA,9710,15,"TL",NA,NA,5450,NA,NA,NA,"CHVAG_U5",NA,NA,NA,NA,"minor commercial","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults are found in reef flats, lagoon and seaward reefs and sometimes in turbid waters subject to freshwater runoff swimming in pairs. They are omnivorous, feeding on algae, coral polyps, crustaceans and worms (Ref. 5503). They are oviparous (Ref. 205) and monogamous (Ref. 52884). Stable monogamous pairs with both pair members jointly defending a feeding territory against other pairs (Ref. 58331) occur, but often accompany other species without being aggressive. They are easily maintained in tanks.",NA,0.5,0,14,707702400,2,1553731200,18,776649600,NA
"136",136,"MARIAN","Guam","CHVR","Chromis viridis","Pomacentridae","PLANKTIVORE",5679,"Chromis",7247,"(Cuvier, 1830)","Blue green damselfish","Chvir_u2.jpg",NA,NA,NA,350,"Pomacentrinae",2049,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,1,20,86942,NA,NA,NA,NA,NA,NA,NA,18.58,10,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"CHVIR_U0",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults are found in large aggregations above thickets of branching <i>Acropora</i> corals in sheltered areas such as subtidal reef flats and lagoons.  Juveniles closely tied to individual coral heads (Ref. 9710).  Phytoplankton feeders.  Breeding is done on sand and rubble.  Males prepare nest for spawning which is shared with several females.  Large number of eggs spawned hatching in 2-3 days.  Males guard the nest ventilating fertilized egg with their caudal fins and feeding on those which do not hatch.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).",NA,0.5,0,14,708220800,2291,1432512000,65,777859200,NA
"137",137,"MARIAN","Guam","CHXA","Chromis xanthura","Pomacentridae","PLANKTIVORE",5682,"Chromis",7247,"(Bleeker, 1854)","Paletail chromis","Chxan_u1.jpg",NA,NA,NA,350,"Pomacentrinae",2049,NA,"short and / or deep","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,3,40,7247,NA,NA,NA,NA,NA,NA,NA,26.64,17,"TL",NA,NA,90102,NA,NA,NA,NA,NA,NA,NA,NA,"CHXAN_U4",NA,NA,NA,NA,NA,"unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4537,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults are found in steep outer reef slopes and shallow coastal reef flats, sometimes forming large aggregations feeding on zooplankton several meters above the bottom.  Juveniles remain close to shelter.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Nests are found in small patches of loose sand under ledges or at the base of slopes (Ref. 9710).  Males guard and aerate the eggs (Ref. 205).",NA,0.5,0,14,708220800,2310,1366934400,34,776390400,NA
"138",138,"MARIAN","Guam","CIFL","Cirrhitichthys falco","Cirrhitidae","SECONDARY",5445,"Cirrhitichthys",2334,"Randall, 1963","Dwarf hawkfish","Cifal_u7.jpg",NA,NA,NA,352,NA,4821,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,4,46,9710,10,20,27115,NA,NA,NA,NA,10,7,"TL",NA,NA,2334,NA,NA,NA,NA,NA,NA,NA,NA,"CIFAL_U4",NA,NA,NA,NA,"of no interest","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",2334,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Shallow coastal to outer reef flats and slopes to 45 m depth (Ref.  48636).  Common inhabitant of coral reefs, typically resting at the bases of coral heads (Ref. 9710).  Studies indicate that it is haremic and spawns nightly (Ref. 37816).  Occasionally in pairs (Ref. 48636). Sometimes solitary (Ref 90102).",NA,0.5039,0,1,705196800,2291,1363219200,50,812592000,NA
"139",139,"MARIAN","Guam","CIKA","Cirrhilabrus katherinae","Labridae","PLANKTIVORE",7582,"Cirrhilabrus",5278,"Randall, 1992","Katherine's wrasse","Cikat_u0.jpg",NA,NA,NA,362,"Cheilininae",10253,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,10,40,37816,NA,NA,NA,NA,NA,NA,NA,15.01,7.1,"SL",NA,NA,5278,NA,NA,NA,NA,NA,NA,NA,NA,"CIKAT_U0",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,NA,NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Known at depths ranging from 10 to at least 40 m at exposed outer reef areas than in lagoons or harbors.  Occurs in aggregations.",NA,0.5,0,14,731721600,303,1240963200,NA,NA,NA
